block,cycle,AR,direction,key_response
1,1,1.0,decreasing,m
1,1,0.81,decreasing,['']
1,1,0.64,decreasing,['']
1,1,0.49,decreasing,['']
1,1,0.36,decreasing,['']
1,1,0.25,decreasing,['']
1,1,0.16,decreasing,['']
1,1,0.09,increasing,z
1,2,0.09,increasing,['']
1,2,0.16,increasing,['']
1,2,0.25,increasing,['']
1,2,0.36,increasing,['']
1,2,0.49,increasing,['']
1,2,0.64,increasing,['']
1,2,0.81,increasing,['']
1,2,1.0,increasing,['']
1,2,1.21,increasing,['']
1,2,1.44,increasing,['']
1,2,1.69,increasing,['']
1,2,1.96,increasing,['']
1,2,2.25,decreasing,m
1,2,2.25,decreasing,['']
1,2,1.96,decreasing,['']
1,2,1.69,decreasing,['']
1,2,1.44,decreasing,['']
1,2,1.21,decreasing,['']
1,2,1.0,decreasing,['']
1,2,0.81,decreasing,['']
1,2,0.64,increasing,z
1,3,0.64,increasing,['']
1,3,0.81,increasing,['']
1,3,1.0,increasing,z
1,3,1.21,increasing,['']
1,3,1.44,increasing,['']
1,3,1.69,increasing,['']
1,3,1.96,increasing,['']
1,3,2.25,increasing,['']
1,3,2.56,decreasing,m
1,4,2.56,decreasing,['']
1,4,2.25,decreasing,['']
1,4,1.96,decreasing,['']
1,4,1.69,decreasing,['']
1,4,1.44,decreasing,['']
1,4,1.21,decreasing,m
1,4,1.0,decreasing,['']
1,4,0.81,decreasing,['']
1,4,0.64,decreasing,['']
1,4,0.49,increasing,z
1,5,0.49,increasing,['']
1,5,0.64,increasing,['']
1,5,0.81,increasing,['']
1,5,1.0,increasing,['']
1,5,1.21,increasing,['']
1,5,1.44,increasing,['']
1,5,1.69,increasing,['']
1,5,1.96,increasing,['']
1,5,2.25,decreasing,m
1,5,2.25,decreasing,['']
1,5,1.96,decreasing,['']
1,5,1.69,decreasing,['']
1,5,1.44,decreasing,['']
1,5,1.21,decreasing,['']
1,5,1.0,decreasing,['']
1,5,0.81,decreasing,['']
1,5,0.64,decreasing,['']
1,5,0.49,decreasing,['']
1,5,0.36,increasing,z
1,6,0.36,increasing,['']
1,6,0.49,increasing,['']
1,6,0.64,increasing,['']
1,6,0.81,increasing,['']
1,6,1.0,decreasing,m
1,6,1.0,decreasing,['']
1,6,0.81,decreasing,['']
1,6,0.64,decreasing,['']
1,6,0.49,decreasing,['']
1,6,0.36,increasing,z
1,7,0.36,increasing,['']
1,7,0.49,increasing,['']
1,7,0.64,increasing,z
1,7,0.81,increasing,['']
1,7,1.0,increasing,['']
1,7,1.21,decreasing,m
1,8,1.21,decreasing,['']
1,8,1.0,decreasing,['']
1,8,0.81,decreasing,['']
1,8,0.64,decreasing,['']
1,8,0.49,decreasing,['']
1,8,0.36,decreasing,['']
1,8,0.25,increasing,z
1,8,0.25,increasing,['']
1,8,0.36,increasing,['']
1,8,0.49,decreasing,m
1,9,0.49,decreasing,['']
1,9,0.36,decreasing,['']
1,9,0.25,increasing,z
1,9,0.25,increasing,['']
1,9,0.36,increasing,['']
1,9,0.49,increasing,['']
1,9,0.64,increasing,['']
1,9,0.81,decreasing,m
1,10,0.81,decreasing,['']
1,10,0.64,decreasing,['']
1,10,0.49,decreasing,['']
1,10,0.36,decreasing,['']
1,10,0.25,decreasing,['']
1,10,0.16,increasing,z
1,10,0.16,increasing,['']
1,10,0.25,increasing,['']
1,10,0.36,increasing,['']
1,10,0.49,increasing,['']
1,10,0.64,increasing,['']
1,10,0.81,increasing,['']
1,10,1.0,decreasing,m
1,11,1.0,decreasing,['']
1,11,0.81,decreasing,['']
1,11,0.64,decreasing,['']
1,11,0.49,decreasing,['']
1,11,0.36,increasing,z
1,11,0.36,increasing,['']
1,11,0.49,increasing,['']
1,11,0.64,increasing,['']
1,11,0.81,increasing,['']
1,11,1.0,increasing,z
1,11,1.21,increasing,['']
1,11,1.44,decreasing,m
1,12,1.44,decreasing,['']
1,12,1.21,decreasing,['']
1,12,1.0,decreasing,m
1,12,0.81,decreasing,['']
1,12,0.64,decreasing,['']
1,12,0.49,decreasing,['']
1,12,0.36,decreasing,['']
1,12,0.25,increasing,z
1,13,0.25,increasing,['']
1,13,0.36,increasing,['']
1,13,0.49,decreasing,m
1,13,0.49,decreasing,['']
1,13,0.36,decreasing,['']
1,13,0.25,decreasing,['']
1,13,0.16,increasing,z
1,14,0.16,increasing,['']
1,14,0.25,increasing,['']
1,14,0.36,increasing,['']
1,14,0.49,increasing,['']
1,14,0.64,increasing,['']
1,14,0.81,decreasing,m
1,14,0.81,decreasing,['']
1,14,0.64,decreasing,['']
1,14,0.49,decreasing,['']
1,14,0.36,increasing,z
1,15,0.36,increasing,['']
1,15,0.49,increasing,['']
1,15,0.64,decreasing,m
1,15,0.64,decreasing,['']
1,15,0.49,decreasing,['']
1,15,0.36,decreasing,['']
1,15,0.25,increasing,z
1,16,0.25,increasing,['']
1,16,0.36,increasing,['']
1,16,0.49,increasing,['']
1,16,0.64,increasing,['']
1,16,0.81,decreasing,m
1,16,0.81,decreasing,['']
1,16,0.64,decreasing,['']
1,16,0.49,decreasing,['']
1,16,0.36,decreasing,['']
1,16,0.25,increasing,z
1,17,0.25,increasing,['']
1,17,0.36,increasing,['']
1,17,0.49,increasing,['']
1,17,0.64,increasing,['']
1,17,0.81,decreasing,m
1,17,0.81,decreasing,['']
1,17,0.64,decreasing,['']
1,17,0.49,decreasing,['']
1,17,0.36,increasing,z
1,18,0.36,increasing,['']
1,18,0.49,increasing,['']
1,18,0.64,increasing,['']
1,18,0.81,decreasing,m
1,18,0.81,decreasing,['']
1,18,0.64,decreasing,['']
1,18,0.49,decreasing,['']
1,18,0.36,increasing,z
1,19,0.36,increasing,z
1,19,0.49,increasing,['']
1,19,0.64,increasing,['']
1,19,0.81,increasing,['']
1,19,1.0,increasing,['']
1,19,1.21,increasing,['']
1,19,1.44,decreasing,m
1,20,1.44,decreasing,['']
1,20,1.21,decreasing,['']
1,20,1.0,decreasing,['']
1,20,0.81,decreasing,['']
1,20,0.64,decreasing,['']
1,20,0.49,decreasing,['']
1,20,0.36,decreasing,['']
1,20,0.25,decreasing,['']
1,20,0.16,increasing,z
1,20,0.16,increasing,['']
1,20,0.25,increasing,['']
1,20,0.36,increasing,['']
1,20,0.49,increasing,['']
1,20,0.64,increasing,['']
1,20,0.81,decreasing,m
1,21,0.81,decreasing,['']
1,21,0.64,decreasing,['']
1,21,0.49,increasing,z
1,21,0.49,increasing,['']
1,21,0.64,increasing,['']
1,21,0.81,decreasing,m
1,22,0.81,decreasing,['']
1,22,0.64,decreasing,['']
1,22,0.49,increasing,z
1,22,0.49,increasing,['']
1,22,0.64,increasing,['']
1,22,0.81,decreasing,m
1,23,0.81,decreasing,['']
1,23,0.64,decreasing,['']
1,23,0.49,increasing,z
1,23,0.49,decreasing,m
1,24,0.49,decreasing,['']
1,24,0.36,increasing,z
1,24,0.36,increasing,z
1,24,0.49,increasing,['']
1,24,0.64,decreasing,m
1,25,0.64,decreasing,['']
1,25,0.49,decreasing,['']
1,25,0.36,decreasing,['']
1,25,0.25,decreasing,['']
1,25,0.16,increasing,z
1,25,0.16,increasing,['']
1,25,0.25,increasing,['']
1,25,0.36,increasing,['']
1,25,0.49,increasing,z
1,25,0.64,decreasing,m
1,26,0.64,decreasing,['']
1,26,0.49,decreasing,['']
1,26,0.36,decreasing,['']
1,26,0.25,increasing,z
1,26,0.25,increasing,['']
1,26,0.36,increasing,['']
1,26,0.49,decreasing,m
1,27,0.49,decreasing,['']
1,27,0.36,decreasing,['']
1,27,0.25,decreasing,['']
1,27,0.16,decreasing,['']
1,27,0.09,increasing,z
1,27,0.09,increasing,['']
1,27,0.16,increasing,['']
1,27,0.25,increasing,['']
1,27,0.36,increasing,['']
1,27,0.49,decreasing,m
1,28,0.49,decreasing,['']
1,28,0.36,decreasing,['']
1,28,0.25,decreasing,['']
1,28,0.16,decreasing,['']
1,28,0.09,increasing,z
1,28,0.09,increasing,['']
1,28,0.16,increasing,['']
1,28,0.25,decreasing,m
1,29,0.25,decreasing,['']
1,29,0.16,increasing,z
1,29,0.16,increasing,['']
1,29,0.25,increasing,['']
1,29,0.36,increasing,['']
1,29,0.49,decreasing,m
1,30,0.49,decreasing,['']
1,30,0.36,decreasing,['']
1,30,0.25,decreasing,['']
1,30,0.16,increasing,z
1,30,0.16,increasing,['']
1,30,0.25,increasing,['']
1,30,0.36,increasing,['']
1,30,0.49,increasing,['']
1,30,0.64,increasing,['']
1,30,0.81,increasing,z
1,30,1.0,decreasing,m
1,31,1.0,decreasing,['']
1,31,0.81,decreasing,['']
1,31,0.64,decreasing,['']
1,31,0.49,decreasing,['']
1,31,0.36,increasing,z
1,31,0.36,increasing,['']
1,31,0.49,increasing,['']
1,31,0.64,increasing,['']
1,31,0.81,increasing,['']
1,31,1.0,decreasing,m
1,32,1.0,decreasing,['']
1,32,0.81,decreasing,['']
1,32,0.64,decreasing,m
1,32,0.49,decreasing,['']
1,32,0.36,decreasing,['']
1,32,0.25,increasing,z
1,33,0.25,increasing,['']
1,33,0.36,increasing,['']
1,33,0.49,increasing,['']
1,33,0.64,decreasing,m
1,33,0.64,decreasing,['']
1,33,0.49,decreasing,['']
1,33,0.36,increasing,z
1,34,0.36,increasing,['']
1,34,0.49,increasing,['']
1,34,0.64,decreasing,m
1,34,0.64,decreasing,['']
1,34,0.49,decreasing,['']
1,34,0.36,decreasing,['']
1,34,0.25,decreasing,['']
1,34,0.16,increasing,z
1,35,0.16,increasing,['']
1,35,0.25,increasing,['']
1,35,0.36,increasing,['']
1,35,0.49,increasing,['']
1,35,0.64,decreasing,m
1,35,0.64,decreasing,['']
1,35,0.49,decreasing,['']
1,35,0.36,increasing,z
1,36,0.36,decreasing,m
1,36,0.36,decreasing,['']
1,36,0.25,increasing,z
1,37,0.25,increasing,['']
1,37,0.36,increasing,['']
1,37,0.49,increasing,['']
1,37,0.64,decreasing,m
1,37,0.64,decreasing,['']
1,37,0.49,decreasing,['']
1,37,0.36,increasing,z
1,38,0.36,increasing,['']
1,38,0.49,increasing,z
1,38,0.64,decreasing,m
1,39,0.64,decreasing,['']
1,39,0.49,decreasing,['']
1,39,0.36,increasing,z
1,39,0.36,increasing,['']
1,39,0.49,increasing,['']
1,39,0.64,increasing,['']
1,39,0.81,decreasing,m
1,40,0.81,decreasing,['']
1,40,0.64,increasing,z
1,40,0.64,increasing,['']
1,40,0.81,increasing,['']
1,40,1.0,decreasing,m
1,41,1.0,decreasing,['']
1,41,0.81,decreasing,['']
1,41,0.64,decreasing,['']
1,41,0.49,decreasing,['']
1,41,0.36,decreasing,['']
1,41,0.25,decreasing,['']
1,41,0.16,decreasing,['']
1,41,0.09,decreasing,['']
1,41,0.04,decreasing,['']
1,41,0.01,increasing,z
1,41,0.04,increasing,['']
1,41,0.09,increasing,['']
1,41,0.16,increasing,['']
1,41,0.25,increasing,['']
1,41,0.36,increasing,['']
1,41,0.49,decreasing,m
1,42,0.49,decreasing,['']
1,42,0.36,decreasing,['']
1,42,0.25,increasing,z
1,42,0.25,increasing,['']
1,42,0.36,increasing,['']
1,42,0.49,increasing,['']
1,42,0.64,decreasing,m
1,43,0.64,decreasing,['']
1,43,0.49,decreasing,['']
1,43,0.36,decreasing,m
1,43,0.25,decreasing,['']
1,43,0.16,increasing,z
1,44,0.16,increasing,['']
1,44,0.25,increasing,['']
1,44,0.36,increasing,['']
1,44,0.49,increasing,['']
1,44,0.64,decreasing,m
1,44,0.64,decreasing,['']
1,44,0.49,increasing,z
1,45,0.49,increasing,['']
1,45,0.64,increasing,['']
1,45,0.81,decreasing,m
1,45,0.81,decreasing,['']
1,45,0.64,decreasing,['']
1,45,0.49,increasing,z
1,46,0.49,increasing,['']
1,46,0.64,increasing,['']
1,46,0.81,increasing,['']
1,46,1.0,increasing,['']
1,46,1.21,decreasing,m
1,46,1.21,decreasing,['']
1,46,1.0,decreasing,['']
1,46,0.81,decreasing,m
1,46,0.64,decreasing,['']
1,46,0.49,decreasing,['']
1,46,0.36,decreasing,['']
1,46,0.25,increasing,z
1,47,0.25,increasing,['']
1,47,0.36,increasing,['']
1,47,0.49,increasing,['']
1,47,0.64,increasing,['']
1,47,0.81,increasing,['']
1,47,1.0,increasing,['']
1,47,1.21,decreasing,m
1,47,1.21,decreasing,['']
1,47,1.0,decreasing,['']
1,47,0.81,decreasing,['']
1,47,0.64,decreasing,['']
1,47,0.49,increasing,z
1,48,0.49,increasing,['']
1,48,0.64,increasing,['']
1,48,0.81,increasing,['']
1,48,1.0,decreasing,m
1,48,1.0,decreasing,['']
1,48,0.81,decreasing,['']
1,48,0.64,decreasing,['']
1,48,0.49,increasing,z
1,49,0.49,increasing,['']
1,49,0.64,increasing,['']
1,49,0.81,increasing,['']
1,49,1.0,decreasing,m
1,49,1.0,decreasing,['']
1,49,0.81,decreasing,['']
1,49,0.64,decreasing,['']
1,49,0.49,decreasing,['']
1,49,0.36,increasing,z
1,50,0.36,increasing,['']
1,50,0.49,increasing,['']
1,50,0.64,increasing,['']
1,50,0.81,increasing,['']
1,50,1.0,decreasing,m
1,50,1.0,decreasing,['']
1,50,0.81,decreasing,['']
1,50,0.64,decreasing,['']
1,50,0.49,increasing,z
2,1,1.0,decreasing,m
2,1,0.81,decreasing,['']
2,1,0.64,decreasing,['']
2,1,0.49,decreasing,['']
2,1,0.36,decreasing,['']
2,1,0.25,increasing,z
2,2,0.25,increasing,['']
2,2,0.36,increasing,['']
2,2,0.49,decreasing,m
2,2,0.49,decreasing,['']
2,2,0.36,decreasing,['']
2,2,0.25,decreasing,['']
2,2,0.16,increasing,z
2,3,0.16,increasing,['']
2,3,0.25,increasing,['']
2,3,0.36,increasing,['']
2,3,0.49,decreasing,m
2,3,0.49,decreasing,['']
2,3,0.36,increasing,z
2,4,0.36,increasing,['']
2,4,0.49,increasing,['']
2,4,0.64,decreasing,m
2,4,0.64,decreasing,['']
2,4,0.49,increasing,z
2,5,0.49,increasing,['']
2,5,0.64,increasing,['']
2,5,0.81,decreasing,m
2,5,0.81,decreasing,m
2,5,0.64,decreasing,['']
2,5,0.49,decreasing,['']
2,5,0.36,decreasing,['']
2,5,0.25,decreasing,['']
2,5,0.16,increasing,z
2,6,0.16,increasing,['']
2,6,0.25,increasing,['']
2,6,0.36,increasing,['']
2,6,0.49,increasing,['']
2,6,0.64,decreasing,m
2,6,0.64,decreasing,['']
2,6,0.49,decreasing,['']
2,6,0.36,decreasing,['']
2,6,0.25,increasing,z
2,7,0.25,increasing,['']
2,7,0.36,increasing,['']
2,7,0.49,increasing,['']
2,7,0.64,increasing,['']
2,7,0.81,increasing,['']
2,7,1.0,increasing,['']
2,7,1.21,increasing,['']
2,7,1.44,increasing,['']
2,7,1.69,decreasing,m
2,7,1.69,decreasing,['']
2,7,1.44,decreasing,['']
2,7,1.21,decreasing,['']
2,7,1.0,decreasing,['']
2,7,0.81,decreasing,['']
2,7,0.64,decreasing,['']
2,7,0.49,decreasing,['']
2,7,0.36,decreasing,['']
2,7,0.25,increasing,z
2,8,0.25,increasing,['']
2,8,0.36,increasing,['']
2,8,0.49,increasing,['']
2,8,0.64,increasing,['']
2,8,0.81,increasing,['']
2,8,1.0,increasing,['']
2,8,1.21,increasing,['']
2,8,1.44,increasing,['']
2,8,1.69,decreasing,m
2,8,1.69,decreasing,['']
2,8,1.44,decreasing,['']
2,8,1.21,decreasing,['']
2,8,1.0,decreasing,['']
2,8,0.81,decreasing,['']
2,8,0.64,decreasing,['']
2,8,0.49,decreasing,['']
2,8,0.36,increasing,z
2,9,0.36,increasing,['']
2,9,0.49,increasing,['']
2,9,0.64,increasing,['']
2,9,0.81,increasing,['']
2,9,1.0,increasing,['']
2,9,1.21,increasing,['']
2,9,1.44,increasing,['']
2,9,1.69,increasing,['']
2,9,1.96,decreasing,m
2,9,1.96,decreasing,['']
2,9,1.69,decreasing,['']
2,9,1.44,decreasing,['']
2,9,1.21,decreasing,['']
2,9,1.0,increasing,z
2,10,1.0,increasing,['']
2,10,1.21,increasing,['']
2,10,1.44,increasing,['']
2,10,1.69,decreasing,m
2,10,1.69,decreasing,['']
2,10,1.44,decreasing,['']
2,10,1.21,decreasing,m
2,10,1.0,decreasing,['']
2,10,0.81,decreasing,['']
2,10,0.64,decreasing,['']
2,10,0.49,increasing,z
2,11,0.49,increasing,['']
2,11,0.64,increasing,['']
2,11,0.81,increasing,['']
2,11,1.0,increasing,['']
2,11,1.21,decreasing,m
2,11,1.21,decreasing,['']
2,11,1.0,decreasing,['']
2,11,0.81,increasing,z
2,12,0.81,increasing,['']
2,12,1.0,increasing,['']
2,12,1.21,increasing,['']
2,12,1.44,increasing,['']
2,12,1.69,increasing,['']
2,12,1.96,increasing,['']
2,12,2.25,increasing,['']
2,12,2.56,increasing,['']
2,12,2.8899999999999997,increasing,['']
2,12,3.24,increasing,['']
2,12,3.61,increasing,['']
2,12,4.0,increasing,['']
2,12,4.41,increasing,['']
2,12,4.84,decreasing,m
2,12,4.84,decreasing,['']
2,12,4.41,decreasing,['']
2,12,4.0,decreasing,['']
2,12,3.61,decreasing,['']
2,12,3.24,decreasing,['']
2,12,2.8899999999999997,decreasing,['']
2,12,2.56,decreasing,['']
2,12,2.25,decreasing,['']
2,12,1.96,decreasing,['']
2,12,1.69,decreasing,['']
2,12,1.44,decreasing,['']
2,12,1.21,decreasing,['']
2,12,1.0,decreasing,['']
2,12,0.81,decreasing,['']
2,12,0.64,decreasing,['']
2,12,0.49,increasing,z
2,13,0.49,increasing,['']
2,13,0.64,increasing,['']
2,13,0.81,increasing,['']
2,13,1.0,decreasing,m
2,13,1.0,decreasing,['']
2,13,0.81,decreasing,['']
2,13,0.64,decreasing,['']
2,13,0.49,decreasing,['']
2,13,0.36,decreasing,['']
2,13,0.25,increasing,z
2,14,0.25,increasing,['']
2,14,0.36,increasing,['']
2,14,0.49,increasing,['']
2,14,0.64,increasing,['']
2,14,0.81,increasing,['']
2,14,1.0,increasing,['']
2,14,1.21,increasing,['']
2,14,1.44,increasing,['']
2,14,1.69,increasing,['']
2,14,1.96,increasing,['']
2,14,2.25,increasing,['']
2,14,2.56,increasing,['']
2,14,2.8899999999999997,decreasing,m
2,14,2.8899999999999997,decreasing,['']
2,14,2.56,decreasing,['']
2,14,2.25,decreasing,['']
2,14,1.96,decreasing,['']
2,14,1.69,decreasing,['']
2,14,1.44,decreasing,['']
2,14,1.21,decreasing,['']
2,14,1.0,increasing,z
2,15,1.0,increasing,['']
2,15,1.21,increasing,z
2,15,1.44,decreasing,m
2,16,1.44,decreasing,['']
2,16,1.21,decreasing,['']
2,16,1.0,increasing,z
2,16,1.0,increasing,['']
2,16,1.21,increasing,['']
2,16,1.44,decreasing,m
2,17,1.44,decreasing,['']
2,17,1.21,decreasing,['']
2,17,1.0,increasing,z
2,17,1.0,increasing,['']
2,17,1.21,decreasing,m
2,18,1.21,decreasing,['']
2,18,1.0,decreasing,['']
2,18,0.81,increasing,z
2,18,0.81,increasing,['']
2,18,1.0,decreasing,m
2,19,1.0,decreasing,['']
2,19,0.81,decreasing,['']
2,19,0.64,increasing,z
2,19,0.64,increasing,['']
2,19,0.81,increasing,['']
2,19,1.0,decreasing,m
2,20,1.0,decreasing,['']
2,20,0.81,decreasing,['']
2,20,0.64,decreasing,['']
2,20,0.49,decreasing,['']
2,20,0.36,decreasing,['']
2,20,0.25,decreasing,['']
2,20,0.16,increasing,z
2,20,0.16,increasing,['']
2,20,0.25,increasing,['']
2,20,0.36,increasing,['']
2,20,0.49,increasing,['']
2,20,0.64,decreasing,m
2,21,0.64,decreasing,['']
2,21,0.49,decreasing,['']
2,21,0.36,decreasing,['']
2,21,0.25,increasing,z
2,21,0.25,increasing,['']
2,21,0.36,increasing,['']
2,21,0.49,increasing,['']
2,21,0.64,increasing,z
2,21,0.81,decreasing,m
2,22,0.81,decreasing,['']
2,22,0.64,decreasing,['']
2,22,0.49,decreasing,['']
2,22,0.36,decreasing,['']
2,22,0.25,increasing,z
2,22,0.25,increasing,['']
2,22,0.36,increasing,['']
2,22,0.49,increasing,['']
2,22,0.64,increasing,['']
2,22,0.81,decreasing,m
2,23,0.81,decreasing,['']
2,23,0.64,decreasing,['']
2,23,0.49,decreasing,['']
2,23,0.36,increasing,z
2,23,0.36,increasing,['']
2,23,0.49,increasing,['']
2,23,0.64,decreasing,m
2,24,0.64,decreasing,['']
2,24,0.49,decreasing,['']
2,24,0.36,increasing,z
2,24,0.36,increasing,['']
2,24,0.49,increasing,['']
2,24,0.64,increasing,['']
2,24,0.81,increasing,['']
2,24,1.0,decreasing,m
2,25,1.0,decreasing,['']
2,25,0.81,decreasing,['']
2,25,0.64,decreasing,m
2,25,0.49,decreasing,['']
2,25,0.36,decreasing,['']
2,25,0.25,decreasing,['']
2,25,0.16,increasing,z
2,26,0.16,increasing,['']
2,26,0.25,increasing,['']
2,26,0.36,increasing,['']
2,26,0.49,decreasing,m
2,26,0.49,decreasing,['']
2,26,0.36,decreasing,['']
2,26,0.25,decreasing,['']
2,26,0.16,increasing,z
2,27,0.16,increasing,['']
2,27,0.25,increasing,['']
2,27,0.36,increasing,['']
2,27,0.49,decreasing,m
2,27,0.49,decreasing,['']
2,27,0.36,decreasing,['']
2,27,0.25,decreasing,['']
2,27,0.16,increasing,z
2,28,0.16,increasing,['']
2,28,0.25,increasing,['']
2,28,0.36,increasing,['']
2,28,0.49,decreasing,m
2,28,0.49,decreasing,['']
2,28,0.36,increasing,z
2,29,0.36,increasing,['']
2,29,0.49,decreasing,m
2,29,0.49,decreasing,['']
2,29,0.36,decreasing,['']
2,29,0.25,increasing,z
2,30,0.25,increasing,['']
2,30,0.36,increasing,['']
2,30,0.49,increasing,z
2,30,0.64,decreasing,m
2,31,0.64,decreasing,['']
2,31,0.49,decreasing,['']
2,31,0.36,decreasing,['']
2,31,0.25,increasing,z
2,31,0.25,increasing,['']
2,31,0.36,increasing,['']
2,31,0.49,decreasing,m
2,32,0.49,decreasing,m
2,32,0.36,increasing,z
2,33,0.36,increasing,['']
2,33,0.49,decreasing,m
2,33,0.49,decreasing,['']
2,33,0.36,decreasing,m
2,33,0.25,increasing,z
2,34,0.25,increasing,['']
2,34,0.36,increasing,['']
2,34,0.49,increasing,['']
2,34,0.64,increasing,z
2,34,0.81,decreasing,m
2,35,0.81,decreasing,['']
2,35,0.64,decreasing,m
2,35,0.49,decreasing,['']
2,35,0.36,decreasing,['']
2,35,0.25,decreasing,['']
2,35,0.16,increasing,z
2,36,0.16,increasing,['']
2,36,0.25,increasing,['']
2,36,0.36,increasing,['']
2,36,0.49,increasing,['']
2,36,0.64,decreasing,m
2,36,0.64,decreasing,['']
2,36,0.49,decreasing,['']
2,36,0.36,decreasing,['']
2,36,0.25,increasing,z
2,37,0.25,increasing,['']
2,37,0.36,increasing,['']
2,37,0.49,decreasing,m
2,37,0.49,decreasing,['']
2,37,0.36,increasing,z
2,38,0.36,increasing,['']
2,38,0.49,increasing,['']
2,38,0.64,decreasing,m
2,38,0.64,decreasing,['']
2,38,0.49,increasing,z
2,39,0.49,decreasing,m
2,39,0.49,increasing,z
2,40,0.49,increasing,['']
2,40,0.64,decreasing,m
2,40,0.64,decreasing,['']
2,40,0.49,increasing,z
2,41,0.49,increasing,['']
2,41,0.64,increasing,['']
2,41,0.81,increasing,['']
2,41,1.0,decreasing,m
2,41,1.0,decreasing,['']
2,41,0.81,decreasing,m
2,41,0.64,decreasing,['']
2,41,0.49,decreasing,['']
2,41,0.36,decreasing,['']
2,41,0.25,increasing,z
2,42,0.25,increasing,['']
2,42,0.36,increasing,['']
2,42,0.49,increasing,['']
2,42,0.64,increasing,['']
2,42,0.81,increasing,z
2,42,1.0,decreasing,m
2,43,1.0,decreasing,['']
2,43,0.81,increasing,z
2,43,0.81,decreasing,m
2,44,0.81,decreasing,['']
2,44,0.64,decreasing,m
2,44,0.49,increasing,z
2,45,0.49,increasing,['']
2,45,0.64,decreasing,m
2,45,0.64,decreasing,['']
2,45,0.49,increasing,z
2,46,0.49,increasing,['']
2,46,0.64,increasing,['']
2,46,0.81,decreasing,m
2,46,0.81,decreasing,['']
2,46,0.64,decreasing,['']
2,46,0.49,increasing,z
2,47,0.49,increasing,z
2,47,0.64,increasing,['']
2,47,0.81,increasing,['']
2,47,1.0,increasing,z
2,47,1.21,decreasing,m
2,48,1.21,decreasing,['']
2,48,1.0,decreasing,['']
2,48,0.81,increasing,z
2,48,0.81,increasing,['']
2,48,1.0,decreasing,m
2,49,1.0,decreasing,['']
2,49,0.81,decreasing,['']
2,49,0.64,decreasing,['']
2,49,0.49,increasing,z
2,49,0.49,increasing,['']
2,49,0.64,increasing,['']
2,49,0.81,increasing,['']
2,49,1.0,decreasing,m
2,50,1.0,decreasing,['']
2,50,0.81,decreasing,m
2,50,0.64,decreasing,['']
2,50,0.49,increasing,z